MARKER	LAYER	RATING	REASON	SIZE_B	SOURCE_PATH
CLU_PERSONA_BLUE.yaml	CLU	1	5 pos, composed	589	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PERSONA_BLUE.yaml
CLU_PERSONA_GREEN.yaml	CLU	1	5 pos, composed	592	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PERSONA_GREEN.yaml
CLU_PERSONA_ORANGE.yaml	CLU	1	5 pos, composed	576	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PERSONA_ORANGE.yaml
CLU_PERSONA_TEMPLATE.yaml	CLU	1	5 pos, composed	597	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PERSONA_TEMPLATE.yaml
CLU_PERSONA_TURQUOISE.yaml	CLU	1	5 pos, composed	598	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PERSONA_TURQUOISE.yaml
CLU_PERSONA_YELLOW.yaml	CLU	1	5 pos, composed	577	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PERSONA_YELLOW.yaml
CLU_POWER_MOTIVE_ACTIVE.yaml	CLU	1	5 pos, composed	975	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_POWER_MOTIVE_ACTIVE.yaml
CLU_PREEMPTIVE_VICTIMIZATION.yaml	CLU	1	10 pos	1110	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PREEMPTIVE_VICTIMIZATION.yaml
CLU_PSYCHOLOGICAL_DIGITAL_MANIPULATION.yaml	CLU	1	10 pos, composed	1221	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_PSYCHOLOGICAL_DIGITAL_MANIPULATION.yaml
CLU_QA_RIDDLE_FORMATS.yaml	CLU	1	5 pos, composed	525	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_QA_RIDDLE_FORMATS.yaml
CLU_REASSURANCE_SEEKING_LOOP.yaml	CLU	1	15 pos	1217	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_REASSURANCE_SEEKING_LOOP.yaml
CLU_REPAIR_FLOW.yaml	CLU	1	10 pos, 10 neg, desc, composed	1224	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/CLU_REPAIR_FLOW.yaml
CLU_RISK_LEVEL.yaml	CLU	1	5 pos, composed	835	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_RISK_LEVEL Kopie.yaml
CLU_RUMINATION_ENRICHED.yaml	CLU	1	10 pos, 10 neg, desc, composed	1302	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/CLU_RUMINATION_ENRICHED.yaml
CLU_RUMINATION_LOOP.yaml	CLU	1	5 pos, composed	572	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_RUMINATION_LOOP.yaml
CLU_SAFETY_MOTIVE_ACTIVE.yaml	CLU	1	5 pos, composed	1205	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SAFETY_MOTIVE_ACTIVE.yaml
CLU_SCENE_SHIFT_EFFECT.yaml	CLU	1	10 pos, composed	1192	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SCENE_SHIFT_EFFECT.yaml
CLU_SECRET_BONDING.yaml	CLU	1	31 pos, desc, composed	1985	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SECRET_BONDING.yaml
CLU_SECRET_BONDING_MARKER.yaml	CLU	1	7 pos, composed	746	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SECRET_BONDING_MARKER.yaml
CLU_SELF_CONTRADICTION.yaml	CLU	1	5 pos, composed	536	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SELF_CONTRADICTION.yaml
CLU_SELF_DISCLOSURE.yaml	CLU	1	26 pos	1854	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SELF_DISCLOSURE.yaml
CLU_SHAME_ALERT_TEXT.yaml	CLU	1	8 pos, desc, composed	1224	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SHAME_ALERT_TEXT.yaml
CLU_SHUTDOWN_DISSOCIATION_CLUSTER.yaml	CLU	1	10 pos, composed	1146	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/CLU_cluster/CLU_SHUTDOWN_DISSOCIATION_CLUSTER.yaml
CLU_SOFT_REJECTION_PATTERN.yaml	CLU	1	7 pos, composed	1092	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SOFT_REJECTION_PATTERN.yaml
CLU_SPIRAL_PERSONA_GELB.yaml	CLU	1	7 pos, composed	711	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_GELB.yaml
CLU_SPIRAL_PERSONA_GRUEN.yaml	CLU	1	6 pos, composed	775	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_GRUEN.yaml
CLU_SPIRAL_PERSONA_ORANGE.yaml	CLU	1	6 pos, composed	682	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_ORANGE.yaml
CLU_SPIRAL_PERSONA_PURPUR.yaml	CLU	1	7 pos, composed	752	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_PURPUR.yaml
CLU_SPIRAL_PERSONA_ROT.yaml	CLU	1	6 pos, composed	655	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_ROT.yaml
CLU_SPIRAL_PERSONA_TUERKIS.yaml	CLU	1	7 pos, composed	809	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_TUERKIS.yaml
CLU_SUPERIORITY_STREAM.yaml	CLU	1	5 pos, composed	539	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SUPERIORITY_STREAM.yaml
CLU_SUPPORT_EXCHANGE.yaml	CLU	1	5 pos, composed	521	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SUPPORT_EXCHANGE.yaml
CLU_SUSPICIOUS_BEHAVIOR.yaml	CLU	1	7 pos, composed	934	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SUSPICIOUS_BEHAVIOR.yaml
CLU_SUSTAINED_CONTACT.yaml	CLU	1	30 pos, desc	1789	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SUSTAINED_CONTACT.yaml
CLU_SVT_MESSAGE_INCONGRUENCE.yaml	CLU	1	22 pos, desc, composed	1952	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SVT_MESSAGE_INCONGRUENCE.yaml
CLU_SVT_MESSAGE_INCONGRUENCE_MARKER.yaml	CLU	1	5 pos, composed	707	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SVT_MESSAGE_INCONGRUENCE_MARKER.yaml
CLU_SYMBOLIC_SLOW_GROWTH 2.yaml	CLU	1	10 pos, composed	820	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SYMBOLIC_SLOW_GROWTH 2.yaml
CLU_SYMBOLIC_SLOW_GROWTH.yaml	CLU	1	10 pos, composed	820	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SYMBOLIC_SLOW_GROWTH.yaml
CLU_TECH_REPAIR_BOND 2.yaml	CLU	1	10 pos, composed	865	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_TECH_REPAIR_BOND 2.yaml
CLU_TECH_REPAIR_BOND.yaml	CLU	1	10 pos, composed	865	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_TECH_REPAIR_BOND.yaml
CLU_TEMPORAL_IDENTITY_EXPLORATION.yaml	CLU	1	5 pos, composed	695	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_TEMPORAL_IDENTITY_EXPLORATION.yaml
CLU_TOPIC_DRIFT.yaml	CLU	1	5 pos, composed	516	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_TOPIC_DRIFT.yaml
CLU_TRICKSTER.yaml	CLU	1	53 examples, 5305B	5305	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_TRICKSTER.yaml
CLU_UNCERTAINTY_CASCADE.yaml	CLU	1	5 pos, composed	559	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_UNCERTAINTY_CASCADE.yaml
CLU_VALUE_REFRAME.yaml	CLU	1	5 pos, composed	512	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_VALUE_REFRAME.yaml
CLU_VERBAL_PROSODY_INCONGRUENCE.yaml	CLU	1	8 pos, desc, composed	1350	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/CLU_VERBAL_PROSODY_INCONGRUENCE.yaml
CLU_CONSISTENCY_ALERT.yaml	CLU	2	5 examples, missing frame/desc	1836	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/CLU_cluster/CLU_CONSISTENCY_ALERT.yaml
CLU_FAMILY_HIERARCHY_CONFLICT 2.yaml	CLU	2	3 examples, has frame	1239	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_FAMILY_HIERARCHY_CONFLICT 2.yaml
CLU_FAMILY_HIERARCHY_CONFLICT.yaml	CLU	2	3 examples, has frame	1239	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_FAMILY_HIERARCHY_CONFLICT.yaml
CLU_GOTTMAN_TOXICITY_CLUSTER 2.yaml	CLU	2	has frame, needs examples	1193	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_GOTTMAN_TOXICITY_CLUSTER 2.yaml
CLU_HOUSEHOLD_ROUTINE_CONFLICTS 2.yaml	CLU	2	has frame, needs examples	1208	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_HOUSEHOLD_ROUTINE_CONFLICTS 2.yaml
CLU_HOUSEHOLD_ROUTINE_CONFLICTS.yaml	CLU	2	has frame, needs examples	1208	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_HOUSEHOLD_ROUTINE_CONFLICTS.yaml
CLU_IDENTITY_NEGOTIATION.yaml	CLU	2	3 examples, has frame	631	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_IDENTITY_NEGOTIATION.yaml
CLU_INTUITION_COMMITMENT 2.yaml	CLU	2	good structure (1005B), needs examples	1005	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_INTUITION_COMMITMENT 2.yaml
CLU_INTUITION_CONFLICT 2.yaml	CLU	2	good structure (998B), needs examples	998	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_INTUITION_CONFLICT 2.yaml
CLU_INTUITION_INCONSISTENCY.yaml	CLU	2	5 examples, missing frame/desc	1430	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/CLU_cluster/CLU_INTUITION_INCONSISTENCY.yaml
CLU_INTUITION_SUPPORT 2.yaml	CLU	2	good structure (996B), needs examples	996	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_INTUITION_SUPPORT 2.yaml
CLU_INTUITION_UNCERTAINTY 2.yaml	CLU	2	good structure (1002B), needs examples	1002	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_INTUITION_UNCERTAINTY 2.yaml
CLU_NARRATIVE_DEEPENING.yaml	CLU	2	3 examples, has frame	559	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_NARRATIVE_DEEPENING.yaml
CLU_PERSONA_INTEGRATION.yaml	CLU	2	has frame, needs examples	593	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_PERSONA_INTEGRATION.yaml
CLU_PERSONA_REGRESSION.yaml	CLU	2	has frame, needs examples	543	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_PERSONA_REGRESSION.yaml
CLU_PERSONA_SWITCH_RAPID.yaml	CLU	2	has frame, needs examples	586	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_PERSONA_SWITCH_RAPID.yaml
CLU_SD_STAGE_BLUE.yaml	CLU	2	5 examples, has frame	466	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SD_STAGE_BLUE.yaml
CLU_SD_STAGE_GREEN.yaml	CLU	2	5 examples, has frame	439	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SD_STAGE_GREEN.yaml
CLU_SD_STAGE_ORANGE.yaml	CLU	2	5 examples, has frame	451	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SD_STAGE_ORANGE.yaml
CLU_SD_STAGE_RED.yaml	CLU	2	5 examples, has frame	447	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SD_STAGE_RED.yaml
CLU_SD_STAGE_TURQUOISE.yaml	CLU	2	5 examples, has frame	462	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SD_STAGE_TURQUOISE.yaml
CLU_SD_STAGE_YELLOW.yaml	CLU	2	5 examples, has frame	461	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SD_STAGE_YELLOW.yaml
CLU_SIBLING_DYNAMICS 2.yaml	CLU	2	has frame, needs examples	1097	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_SIBLING_DYNAMICS 2.yaml
CLU_SIBLING_DYNAMICS.yaml	CLU	2	has frame, needs examples	1097	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_SIBLING_DYNAMICS.yaml
CLU_SPIRAL_PERSONA_BEIGE.yaml	CLU	2	good structure (628B), needs examples	628	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_BEIGE.yaml
CLU_SPIRAL_PERSONA_BLAU.yaml	CLU	2	good structure (632B), needs examples	632	LD3.4_ALL_Marker_5.1/spiral_persona/CLU/CLU_SPIRAL_PERSONA_BLAU.yaml
CLU_CONSISTENCY_BREAK_EXTERNAL.yaml	CLU	4	no id, no examples, no frame	841	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_CONSISTENCY_BREAK_EXTERNAL.yaml
CLU_CONSIST_LOOP_EXTERNAL.yaml	CLU	4	no id, no examples, no frame	854	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_CONSIST_LOOP_EXTERNAL.yaml
CLU_EMOTIONAL_SUPPORT 2.yaml	CLU	4	empty stub	0	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_EMOTIONAL_SUPPORT 2.yaml
CLU_INTUITION_CONSISTENCY.yaml	CLU	4	no id, no examples, no frame	1095	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_CONSISTENCY.yaml
CLU_INTUITION_FAMILY.yaml	CLU	4	no id, no examples, no frame	494	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/CLU_INTUITION_FAMILY.yaml
CLU_RUMINATION_LOOP 2.yaml	CLU	4	empty stub	0	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_RUMINATION_LOOP 2.yaml
CLU_TEMPORAL_IDENTITY_EXPLORATION 2.yaml	CLU	4	empty stub	0	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/CLU_TEMPORAL_IDENTITY_EXPLORATION 2.yaml
MEMA_ABSENCE_OF_CHARACTER_ATTACK_IN_CONFLICT.yaml	MEMA	1	5 pos	1297	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ABSENCE_OF_CHARACTER_ATTACK_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_DEROGATION_IN_CONFLICT.yaml	MEMA	1	5 pos	1363	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ABSENCE_OF_DEROGATION_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_DEROGATION_IN_CONFLICT_corrected.yaml	MEMA	1	5 pos, composed	898	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ABSENCE_OF_DEROGATION_IN_CONFLICT_corrected.yaml
MEMA_ABSENCE_OF_EMOTION_LABELS_IN_CONFLICT.yaml	MEMA	1	10 pos	2657	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_ABSENCE_OF_EMOTION_LABELS_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_EVIDENCE_OR_REPAIR.yaml	MEMA	1	5 pos	924	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ABSENCE_OF_EVIDENCE_OR_REPAIR.yaml
MEMA_ABSENCE_OF_GOAL_CLARITY_IN_CONFLICT.yaml	MEMA	1	10 pos	2601	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_ABSENCE_OF_GOAL_CLARITY_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_RESPONSIBILITY_IN_CONFLICT.yaml	MEMA	1	10 pos	2518	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_ABSENCE_OF_RESPONSIBILITY_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_SELF_REFERENCE_IN_CONFLICT.yaml	MEMA	1	10 pos	2759	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_ABSENCE_OF_SELF_REFERENCE_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_THREAT_IN_CONFLICT.yaml	MEMA	1	5 pos	1277	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ABSENCE_OF_THREAT_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_ULTIMATUM_IN_CONFLICT.yaml	MEMA	1	5 pos	1284	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ABSENCE_OF_ULTIMATUM_IN_CONFLICT.yaml
MEMA_ABSENCE_OF_VULNERABILITY_IN_CONFLICT.yaml	MEMA	1	10 pos	2483	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_ABSENCE_OF_VULNERABILITY_IN_CONFLICT.yaml
MEMA_ACHIEVEMENT_SHOWCASE_AND_GOAL.yaml	MEMA	1	5 pos, composed	1296	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ACHIEVEMENT_SHOWCASE_AND_GOAL.yaml
MEMA_AMBIVALENT_BINDING.yaml	MEMA	1	5 pos	536	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_AMBIVALENT_BINDING.yaml
MEMA_ATTACHMENT_PROFILE_MARKER.yaml	MEMA	1	5 pos, composed	841	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ATTACHMENT_PROFILE_MARKER.yaml
MEMA_AVOIDANCE_PATTERN_ESCALATION 2.yaml	MEMA	1	10 examples, 1293B	1293	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_AVOIDANCE_PATTERN_ESCALATION 2.yaml
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MEMA	1	10 examples, 1293B	1293	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml
MEMA_BOUNDARY_SETTING.yaml	MEMA	1	20 pos, desc, composed	4908	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_BOUNDARY_SETTING.yaml
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MEMA	1	5 pos, composed	743	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_CODE_VIOLATION_SIGNATURE.yaml
MEMA_COEXISTENCE_PROTOCOL.yaml	MEMA	1	20 pos, 21 neg, desc	1803	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_COEXISTENCE_PROTOCOL.yaml
MEMA_COMMITMENT_RESOLUTION_PATTERN.yaml	MEMA	1	5 pos, composed	944	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_COMMITMENT_RESOLUTION_PATTERN.yaml
MEMA_COMMUNICATION_BREAKDOWN_CASCADE 2.yaml	MEMA	1	10 examples, 1337B	1337	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_COMMUNICATION_BREAKDOWN_CASCADE 2.yaml
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MEMA	1	10 examples, 1337B	1337	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml
MEMA_CONFLICT_RESOLUTION_PATTERN.yaml	MEMA	1	5 pos, composed	810	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_CONFLICT_RESOLUTION_PATTERN.yaml
MEMA_CONTROLLER.yaml	MEMA	1	10 pos, 10 neg, desc	988	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_CONTROLLER.yaml
MEMA_DEFENSE_TREND_TEXT.yaml	MEMA	1	8 pos, desc, composed	1382	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_DEFENSE_TREND_TEXT.yaml
MEMA_DESTRUCTIVE_CONFLICT_DYNAMICS_MARKER.yaml	MEMA	1	25 pos, composed	3328	MEMA_DESTRUCTIVE_CONFLICT_DYNAMICS_MARKER.yaml
MEMA_DIGITAL_PRESENCE_MANIPULATION 2.yaml	MEMA	1	10 examples, 1293B	1293	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_DIGITAL_PRESENCE_MANIPULATION 2.yaml
